skin_bart,shirt_bart,shoes_bart,skin_homer,shirt_homer,shoes_homer,skin_marge,shirt_marge,shoes_marge,class
0.0,0.0,0.0,0.0,0.0,0.01914612676056338,0.0,0.0,0.0001711658841940532,bart
0.0,0.0,0.0,0.0,0.0,0.14529334279055628,0.0,0.0,0.0005370351606039112,bart
0.0,0.0,0.0,0.0,0.0,0.15383017997231196,0.0,0.0,0.0010152284263959391,bart
0.0,0.0,0.0,0.0,0.0,0.10928983037091146,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.2586191778900112,0.0,0.0,6.576178451178451e-05,bart
0.0,0.0,0.0,0.06372177055103885,0.0,0.0,0.0,0.0,0.0,bart
0.0,0.0,0.0,6.634232640424591e-05,0.0,0.006634232640424591,0.0,0.0,0.0046439628482972135,bart
0.0,0.0,0.0,0.0,0.0,0.29623840783578204,0.0,0.0,0.0002778646104685492,bart
0.0,0.0,0.0,0.0,0.0,0.07800433286606347,0.0,0.0,0.00011469351344462852,bart
0.0,0.0,0.0,0.00023033309709425938,0.0,0.24704110559886605,0.0,0.0,0.0011162296243798725,bart
0.0,0.0,0.0,0.0,0.0,0.17582747384668154,0.0,0.0,9.52762057203834e-05,bart
0.0,0.0,0.0,0.0,0.0,0.26049136390708755,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.0,0.00022252321981424149,0.0,0.0016544117647058823,bart
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.19817904515413412,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.22505416185790358,0.0,0.0,0.0014132701613719654,bart
0.0,0.0,0.0,0.0,0.0,0.003100227078035979,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.19701045707539214,0.0,0.0,0.00018974531961544948,bart
0.0,0.0,0.0,0.0,0.0,0.1831647134323087,0.0,0.0,0.0002239651303520129,bart
0.0,0.0,0.0,0.0,0.0,0.22759944681005934,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.18968790730610946,0.0,0.0,0.00023604511540553576,bart
0.0,0.0,0.0,0.0,0.0,0.17764695606603198,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.04645817145817146,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.14987580912238446,0.0,0.0,3.76335992774349e-05,bart
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007971635256044165,bart
0.0,0.0,0.0,0.0,0.0,0.2969803370786517,0.0,0.0,0.0009028892455858748,bart
0.0,0.0,0.0,0.0,0.0,0.0005771812080536913,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.1989986799317428,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.18127820805705688,0.0,0.0,0.0006797793503092439,bart
0.0,0.0,0.0,0.0,0.0,0.10965695666764091,0.0,0.0,0.0005304235811169206,bart
0.0,0.0,0.0,0.0,0.0,0.20120361990950225,0.0,0.0,0.00017194570135746606,bart
0.0,0.0,0.0,0.00044821731748726656,0.0,0.13207809847198643,0.0,0.0,0.0002105263157894737,bart
0.0,0.0,0.0,0.0,0.0,0.07015154806262427,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.240591397849462e-05,bart
0.0,0.0,0.0,1.7328019407381735e-05,0.0,0.3916219026165309,0.0,0.0,0.00011263212614798129,bart
0.0,0.0,0.0,5.835361121322993e-05,0.0,0.26275464057093173,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.16881242197253432,0.0,0.0,0.00015605493133583021,bart
0.0,0.0,0.0,0.0,0.0,0.13705358292350078,0.0,0.0,0.0008368308571722842,bart
0.0,0.0,0.0,0.0,0.0,0.184424017926556,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.003041661546024333,0.0,0.0,0.0009831633280078652,bart
0.0,0.0,0.0,0.0,0.0,0.1816542261724986,0.0,0.0,0.0007809466281227078,bart
0.0,0.0,0.0,0.0,0.0,0.2971673171345839,0.0,0.0,0.0001384867178647866,bart
0.0,0.0,0.0,0.0,0.0,0.09456264775413711,0.0,0.0,0.0011741703490535872,bart
0.0,0.0,0.0,0.0,0.0,0.12956287389173554,0.0,0.0,0.00016307473114126564,bart
0.0,0.0,0.0,0.0,0.0,0.17137209926551328,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.002455357142857143,0.0,0.0,0.002589285714285714,bart
0.0,0.0,0.0,0.0,0.0,0.5645318155003907,0.0,0.0,7.971811673921015e-05,bart
0.0,0.0,0.0,0.0,0.0,0.06041820385791082,0.0,0.0,0.00046774533572256774,bart
0.0,0.0,0.0,0.0,0.0,0.1155214424951267,0.0,0.0,0.0003508771929824561,bart
0.0,0.0,0.0,0.0,0.0,0.17126306133843822,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.17126306133843822,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.002183977455716586,0.0,0.0,0.0002616747181964573,bart
0.0,0.0,0.0,0.0,0.0,0.15518487394957983,0.0,0.0,0.0007563025210084033,bart
0.0,0.0,0.0,0.0,0.0,0.169392523364486,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.004330390497537471,0.0,0.0,0.0008843755241449766,bart
0.0,0.0,0.0,0.0,0.0,0.22234848484848485,0.0,0.0,0.0001691017316017316,bart
0.0,0.0,0.0,0.0,0.0,0.3872154904520848,0.0,0.0,0.006787762176359652,bart
0.0,0.0,0.0,0.0,0.0,0.20568298566132132,0.0,0.0,0.0004969401885022558,bart
0.0,0.0,0.0,0.0,0.0,0.16941113298729193,0.0,0.0,0.0006422472335990061,bart
0.0,0.0,0.0,0.0,0.0,0.049852742667812,0.0,0.0,0.00038348263590624616,bart
0.0,0.0,0.0,0.0,0.0,0.05562938642206935,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.08629880919412905,0.0,0.0,0.00013846579894765993,bart
0.0,0.0,0.0,0.0,0.0,0.09942050158266375,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.1487585415892606,0.0,0.0,0.0009304880215821528,bart
0.0,0.0,0.0,0.0,0.0,0.03119297059817506,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.08625520110957004,0.0,0.0,0.0015117891816920942,bart
0.0,0.0,0.0,0.0,0.0,0.08256818181818182,0.0,0.0,0.00012878787878787878,bart
0.0,0.0,0.0,0.0,0.0,0.19823556024732317,0.0,0.0,0.0006409289699894435,bart
0.0,0.0,0.0,0.0,0.0,0.2767032422044511,0.0,0.0,0.000976380881532453,bart
0.0,0.0,0.0,0.0,0.0,0.18254846186262116,0.0,0.0,0.0007725804185981177,bart
0.0,0.0,0.0,0.0,0.0,0.23633209417596035,0.0,0.0,0.0009714993804213135,bart
0.0,0.0,0.0,0.0,0.0,0.12931039691603072,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.10082324455205811,0.0,0.0,0.0010895883777239709,bart
0.0,0.0,0.0,9.481299959157477e-05,0.0,0.06655507905945504,0.0,0.0,0.00039019195985763464,bart
0.0,0.0,0.0,0.0,0.0,0.38310391007486444,0.0,0.0,8.781751520340732e-05,bart
0.0,0.0,0.0,0.0,0.0,0.004700074389666599,0.0,0.0,0.0006255494691282884,bart
0.0,0.0,0.0,0.0,0.0,0.1333157415157275,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.09847820830562776,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.09909026447203657,0.00015463995292910702,0.0,0.0005808427500264019,bart
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017083692838654012,bart
0.0,0.0,0.0,0.0,0.0,0.2299277713807181,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.15458161988199534,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.19051817261440537,0.0,0.0,0.000799275323706506,bart
0.0,0.0,0.0,0.0,0.0,0.002648148148148148,0.0,0.0,0.0011851851851851852,bart
0.0,0.0,0.0,0.0,0.0,0.3652173913043478,0.0,0.0,0.0005932706161539113,bart
0.0,0.0,0.0,0.0,0.0,0.2533396002374827,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.0010994397759103642,0.0,0.0,0.0002030812324929972,bart
0.0,0.0,0.0,0.0,0.0,0.3683677641698631,0.0,0.0,0.0003504741135925544,bart
0.0,0.0,0.0,0.0,0.0,0.14497139646542037,0.0,0.0,0.00039159600912588963,bart
0.0,0.0,0.0,0.0,0.0,0.13615384615384615,0.0,0.0,0.0009695512820512821,bart
0.0,0.0,0.0,0.0,0.0,0.3848747855291498,0.0,0.0,2.2816047895447743e-05,bart
0.0,0.0,0.0,0.0,0.0,0.18224482718760837,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.24628466273240687,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.22466568519200097,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.1408719226901045,0.0,0.0,0.0006996370632734269,bart
0.0,0.0,0.0,0.0,0.0,0.004303350970017637,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.16095659975328025,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.11788522657171192,0.0,0.0,0.0003045423665284513,bart
0.0,0.0,0.0,0.0,0.0,0.12038813183528063,0.0,0.0,0.0004235071373408734,bart
0.0,0.0,0.0,0.0,0.0,0.19346935790551412,0.0,0.0,0.0006988120195667365,bart
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015780960271432516,bart
0.0,0.0,0.0002889802209093244,0.0,0.0,0.19650196323070712,0.0,0.0,0.0003440240725111005,bart
0.0,0.0,0.0,0.0,0.0,0.3247094130654947,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.10757181123551122,0.0,0.0,0.0004999321079853353,bart
0.0,0.0,0.0,0.0,0.0,0.1214089396788659,0.0,0.0,0.0006654129900188051,bart
0.0,0.0,0.0,0.0,0.0,0.13064092249932957,0.0,0.0,0.00032180209171359613,bart
0.0,0.0,0.0,0.0,0.0,0.20728558646840783,0.0,0.0,4.2605768821098374e-05,bart
0.0,0.0,0.0,1.4277283889512859e-05,0.0,0.29453560754602043,0.0,0.0,0.0006805505320667797,bart
0.0,0.0,0.0,0.0,0.0,0.16892009390487783,0.0,0.0,0.000275338376373069,bart
0.0,0.0,0.0,0.0,0.0,0.07906813430885812,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005268132447047521,bart
0.0,0.0,0.0,0.0,0.0,0.263175130298418,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.42053281351526967,0.0,0.0,0.0004873294346978557,bart
0.0,0.0,0.0,0.0,0.0,0.2187780943336499,0.0,0.0,8.863564419119974e-05,bart
0.0,0.0,0.0,0.0,0.0,0.08757322518536725,0.0,0.0,0.00017410183933472614,bart
0.0,0.0,0.0,0.0,0.0,0.2347239218303853,0.0,0.0,0.0,bart
0.0,0.0,0.0,0.0,0.0,0.2028828828828829,0.0,0.0,1.386001386001386e-05,bart
0.0,0.0,0.0,0.0,0.0,0.13007060333761233,0.0,0.0,0.001251604621309371,bart
0.0,0.0,0.0,0.0,0.0,0.12563998217157918,0.0,0.0,0.000600740267038738,bart
0.0,0.0,0.0,0.0,0.0,0.00028949545078577337,0.0,0.0,4.1356492969396195e-05,homer
0.0,0.0,0.0,0.0,0.0,0.059859369912080754,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.05881195908733281,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.04515063061078372,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.001523266669942509,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.2418615866891729,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.00036566090259265374,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.09202991811687464,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.11826522264209748,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.004173733745718181,0.0,0.0,0.0018790116066380658,homer
0.0,0.0,0.0,0.0,0.0,0.1684260553536483,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.3125723793677205,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.08755825267578225,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.003746163567430944,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.0004457133220098057,0.0,0.0,0.0003734354860082156,homer
0.0,0.0,0.0,0.0,0.0,0.12583451202263082,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.15843037910869126,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.018397180708738498,0.0,0.0,0.0028388696730405273,homer
0.0,0.0,0.0,0.0,0.0,0.1745378544583316,0.0,0.0,0.0001807337791433219,homer
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006747188671386922,homer
0.0,0.0,0.0,0.0,0.0,0.0016952908587257618,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.005513963161021984,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.1084686405603311,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.19533467245512862,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.20315027671349511,0.0,0.0,0.0021966794380587486,homer
0.0,0.0,0.0,0.0,0.0,0.1916551246537396,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.0774640743871513,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.19513942006814547,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.07222109636234675,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.0004217687074829932,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.15739463601532566,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.08351901366607249,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.09166525327905925,0.0,0.0,0.0,homer
0.0,0.0,0.000920177992638576,0.0,0.0,0.03279679173762567,0.0,0.0,0.00041201999670384,homer
0.0,0.0,0.0,0.0,0.0,0.003983604457538107,0.0,0.0,0.0013321378250288204,homer
0.0,0.0,0.0,0.0,0.0,8.62533692722372e-05,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.07876403144152166,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.28691111051559653,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.19094822579708462,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.28166051460210617,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.10889476186480969,0.0,0.0,0.0047473222026456355,homer
0.0,0.0,0.0,0.0,0.0,0.1699045002616431,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.04965520844216905,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.21212219064841126,0.0,0.0,0.000135623869801085,homer
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.1636289846517119,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.26968873128447596,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.0008770949720670391,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.004393442622950819,0.0009344262295081968,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.2208710407239819,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.07294426048565121,0.0,0.0,6.898454746136865e-05,homer
0.0,0.0,0.0,3.178740582981023e-05,0.0,0.12241329985059919,0.0,0.0,7.946851457452557e-06,homer
0.0,0.0,0.0,0.0,0.0,0.34569981648785997,0.0,0.0,0.00042348955392433656,homer
0.0,0.0,0.0,0.0,0.0,0.10727221807318894,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.0010246788858421128,0.0,0.0,0.0004666378024726993,homer
0.0,0.0,0.0,0.0,0.0,0.07073485879505823,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.12786463812930554,0.0,0.0,0.00031105052741361484,homer
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023607176581680832,homer
0.0,0.0,0.0,0.0,0.0,0.09771187991945818,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.044607343779594466,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.24960246471874378,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.16436185537309134,0.0,0.0,0.0075866705080188225,homer
0.0,0.0,0.0,0.0,0.0,0.16872804449648712,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.2260005731206419,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.1946036036036036,0.0,0.0,9.60960960960961e-05,homer
0.0,0.0,0.0,0.0,0.0,0.03246160232461602,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.04828272772523644,0.0,0.0,0.0011003117549972493,homer
0.0,0.0,0.0,0.0,0.0,0.0031738577142164585,0.0,0.0,1.5149678826808872e-05,homer
0.0,0.0,0.0,0.0,0.0,0.24127915817645448,0.0,0.0,0.00045619050515495273,homer
0.0,0.0,0.0,0.0,0.0,0.0011199469847581179,0.0,0.0,0.00014579191517561299,homer
0.0,0.0,0.0,0.0,0.0,0.07781628825932624,0.0,0.0,0.0017999464201995847,homer
0.0,0.0,0.0,0.0,0.0,0.027848992561565682,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.10947107438016529,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.07039115893558237,0.0,0.0,0.00013377926421404682,homer
0.0,0.0,0.0,0.0,0.0,0.059602221361229495,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.2997004055117316,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.0008309044524794059,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.0014939309056956115,0.0,0.0,0.0025583566760037347,homer
0.0,0.0,0.0,0.0,0.0,0.0011743772241992884,0.0,0.0,0.0,homer
0.0,0.0,0.0,0.0,0.0,0.11918348861283644,0.0,0.0,0.0,homer
0.0,2.0306592627599245e-05,0.0,1.846053875236295e-06,0.0,9.230269376181475e-06,1.846053875236295e-06,0.0,0.0005962754017013232,marge
0.0,0.0,1.1111111111111112e-05,1.4814814814814815e-05,0.0,0.0,0.0009592592592592593,0.0,0.00022592592592592591,marge
0.0,0.0,0.0,0.00010288973160478584,0.0,0.009947232266219831,0.0,0.0,0.0004005350266043449,marge
0.0,0.0,6.295247088448222e-05,2.360717658168083e-05,0.0,0.0016928312873780297,1.3770853005980485e-05,0.0,2.2623544224110798e-05,marge
0.0,0.0,6.309785214911285e-06,8.833699300875799e-05,0.0,2.1032617383037614e-06,0.0,0.0,1.682609390643009e-05,marge
0.0,0.0,5.073566717402334e-05,4.2279722645019446e-05,0.0,0.0015780906477253509,0.0004989007272112295,0.0,0.0016319972940977508,marge
0.0,0.0,0.0,5.059886880337141e-05,0.0,0.0,3.8122435399800376e-06,0.0,0.0021390151935233447,marge
5.892255892255892e-05,0.0,0.00010101010101010101,0.0,0.0,0.0,6.734006734006734e-05,0.019595959595959597,9.259259259259259e-05,marge
0.0,0.0,5.961251862891207e-05,3.974167908594138e-05,0.0,0.00633879781420765,9.935419771485345e-05,0.0,0.013969200198708396,marge
0.0,0.0,4.270462633451957e-05,0.00023487544483985766,0.0,2.8469750889679714e-05,2.8469750889679714e-05,0.0,0.00595729537366548,marge
0.0,0.0,6.863103953147877e-05,5.9098950707662276e-05,0.0,1.0485297706198146e-05,0.0008369173987310884,0.0,0.002879644033674963,marge
0.0,0.0,8.762742488034684e-05,0.0010640473021184974,0.0,0.006642993352833913,0.0009221743285026977,0.0,0.0007510922132601157,marge
0.0,0.0,4.456705336013299e-07,2.9414255217687773e-05,0.0,0.0,2.0946515079262505e-05,0.0,0.00012345073780756837,marge
0.0,0.0,0.0,0.0007901234567901234,0.0,0.0,0.0,0.0,1.9753086419753087e-05,marge
0.0,0.0,2.2839741149600306e-05,0.0014427103159497525,0.0,0.1023030072325847,0.00011419870574800152,0.0,0.0012904453749524173,marge
0.0,0.0,2.5e-05,3.611111111111111e-05,0.0,4.722222222222222e-05,1.6666666666666667e-05,0.0,0.00023611111111111112,marge
0.0,0.0,3.460327346967023e-05,0.00010380982040901069,0.0,0.03886120627011315,6.0555728571922904e-05,0.0,0.0002872071697982629,marge
9.939567430025445e-05,0.0,0.011092557251908396,0.00023854961832061068,0.0,0.00013915394402035623,0.0007951653944020356,1.9879134860050892e-05,0.0012325063613231552,marge
0.0,0.0,3.0135004821600772e-06,1.8081002892960463e-06,0.0,0.0007672372227579557,3.6162005785920925e-06,7.835101253616201e-06,0.00010366441658630666,marge
0.0,0.0,0.0,1.0802469135802469e-05,0.0,0.0,9.876543209876543e-05,0.0,6.635802469135803e-05,marge
0.0,0.0,0.0,0.0,0.0,0.0,4.674902368354749e-06,0.0,3.1986174099269337e-06,marge
0.0,0.0,0.0,2.26510827217541e-05,0.0,0.00012458095496964755,5.662770680438525e-06,0.0,0.00027747576334148774,marge
0.0,0.0,0.00010850694444444444,0.0003993055555555556,0.0,0.07781141493055556,0.00034288194444444443,0.0,0.002612847222222222,marge
0.0,0.0,0.0,7.628717265867732e-06,0.0,0.0,0.0,0.0,0.00013384931202840657,marge
0.0,0.0,0.007763975155279503,0.00021898391463608856,0.0,0.0,7.963051441312311e-05,0.0,0.0027074374900461855,marge
0.0,0.0,0.0008201892744479495,1.720676799541153e-05,0.0,0.0,0.0,0.0,4.01491253226269e-05,marge
0.0,0.0,0.0004973342882151667,0.00027850720140049334,0.0,0.010085939365003582,0.00202912389591788,0.0,0.0004575475451579534,marge
2.0833333333333334e-06,0.0,0.0,1.25e-05,0.0,0.00037708333333333333,0.0,0.0,0.00012847222222222223,marge
0.0,0.0,0.0002586138298718867,3.9786743057213336e-05,0.0,0.016392138139571896,0.00041776080210074003,0.0,0.0,marge
1.984126984126984e-05,0.0,0.00031746031746031746,0.00031746031746031746,0.0,0.007222222222222222,0.0014682539682539682,0.0,0.002619047619047619,marge
0.0,0.0,0.00022549099392361112,9.960598415798611e-05,0.0,0.0,0.00031831529405381944,0.0,0.0022146436903211805,marge
0.0,0.0,0.0,1.4361213235294117e-06,0.0,4.308363970588235e-06,3.5903033088235295e-05,0.0,0.0008042279411764705,marge
0.0,0.0,0.002420634920634921,1.984126984126984e-05,0.0,0.005734126984126984,0.00011904761904761905,0.0,0.000753968253968254,marge
